table_name,column_name,column_value
ipsa_project_order_link__c,IQ_Contact__c,003d000003I4XIHAA3
ipsa_project_order_link__c,PSA_Consumed_Value__c,
ipsa_project_order_link__c,CPM_Removal_of_existing__c,No
ipsa_project_order_link__c,PSA_Consumed_Currency__c,
ipsa_project_order_link__c,Sales_Org__c,ZA91
ipsa_project_order_link__c,PSA_Pool_Currency__c,
ipsa_project_order_link__c,CPM_Installation_Training_Instructions__c,
ipsa_project_order_link__c,CPM_Req_Nr_of_KM_Engineers__c,1
ipsa_project_order_link__c,CPM_Broker_Contact__c,
ipsa_project_order_link__c,PSA_Contract_Line_Item__c,015040
ipsa_project_order_link__c,Sales_Order_Line_Item__c,NUKLONGSTT20130503
ipsa_project_order_link__c,CPM_Customer_Order_Date_COD__c,9/30/02
ipsa_project_order_link__c,UniquereOrder__c,NUKLONGSTT20130503
ipsa_project_order_link__c,CPM_Hospital_Room__c,Zaal3
ipsa_project_order_link__c,CPM_DMS_Link__c,"<a href=""OP 2022/02 - 009826 - RI, Manchester, ELAS Group, HCIS Vue Cloud Services, -18125 (philips.com)"" target=""_blank"">DMS</a>"
ipsa_project_order_link__c,CPM_Hospital_Contact_Name__c,+47 952 76 866
ipsa_project_order_link__c,PSA_Balance_Value__c,
ipsa_project_order_link__c,Moving_to_Month__c,September
ipsa_assignment__c,pse__Scheduled_Hours__c,164520
ipsa_assignment__c,SMA_SESContractNumber__c,Waiting for Number
ipsa_assignment__c,pse__Billable_Hours_Submitted__c,7432.1
ipsa_assignment__c,pse__API_Assignment_Correlation_Id__c,
ipsa_assignment__c,Start_Date_New__c,3/4/02 00:00
ipsa_assignment__c,pse__Project__c,a3Ld0000001YZC5EAO
ipsa_assignment__c,Assigned_Credits__c,52630
ipsa_assignment__c,Future_Scheduled_Hours__c,0
ipsa_assignment__c,SWO_Nr__c,"Work Order: WO-02943452
Document Number: WO-02943452_1
Date of Issue: 18/FEB/2021
Case Number: 0117003874  FSE Steve Carlson"
ipsa_assignment__c,pse__Percent_Allocated__c,300
ipsa_assignment__c,Customer_Contact_Name__c,ZOOM INSTALL 9/14 | INSTALL
ipsa_assignment__c,pse__Billable_Amount_Submitted__c,1.08136E+11
ipsa_assignment__c,pse__Scheduled_Days__c,20579
ipsa_assignment__c,pse__Assignment_Daily_Notes_Last_Updated__c,3/28/24 21:23
ipsa_assignment__c,pse__End_Date__c,3/31/22 00:00
ipsa_assignment__c,pse__Team_Member_Swapped_Out__c,
ipsa_assignment__c,Site_Address__c,"龙里县人民医院
龙里县金龙西路35号
黔南布依族苗族自治州, Guizhou  551200 CN"
ipsa_assignment__c,pse__Billable_Expenses_Submitted__c,0
ipsa_assignment__c,Schedule_Prior_Scheduled_Hours__c,999999
ipsa_assignment__c,pse__Resource_Cost_Rate_Date__c,4/1/24 00:00
ipsa_assignment__c,pse__Timecard_Internal_Costs_Submitted__c,729600000
ipsa_assignment__c,PSA_Region__c,World
ipsa_assignment__c,pse__Cost_Rate__c,ZMW 0
ipsa_assignment__c,Site_Name__c,龙里县人民医院
ipsa_assignment__c,pse__Billable_Days_In_Financials__c,1276
ipsa_assignment__c,Department__c,X-ray (2nd floor)
ipsa_assignment__c,pse__Non_Billable_Days_Submitted__c,1546
ipsa_assignment__c,Schedule_Prior_Start_Date__c,3/16/30 00:00
ipsa_assignment__c,pse__Average_Cost_Rate_Number__c,1362900
ipsa_assignment__c,Customer_Contact_Email__c,zoila.leon@adventhealth.com
ipsa_assignment__c,pse__Estimated_Time_To_Completion__c,500
ipsa_assignment__c,pse__Description__c,首次培训
ipsa_assignment__c,Customer_Contact_Phone__c, 005056826C91 | 2/23/24
ipsa_assignment__c,pse__Projected_Revenue__c,1.111111111111111e+15
ipsa_assignment__c,End_Date_New__c,3/4/03 00:00
ipsa_assignment__c,pse__Cost_Rate_Amount__c,1362900
ipsa_assignment__c,pse__Schedule__c,a3id0000001Q7PTAA0
ipsa_assignment__c,pse__Resource__c,003d000003JZcXVAA1
ipsa_assignment__c,Office_Phone_Number__c,Unknown
ipsa_assignment__c,PSA_Days_Open__c,269
ipsa_assignment__c,Mobile_Phone_Number__c,N/A
ipsa_assignment__c,PSA_Delivery_Contact__c,a9C6T000001YlQZUA0
ipsa_assignment__c,pse__Role__c,Test Role1
ipsa_assignment__c,pse__Status__c,Tentative
ipsa_assignment__c,Account_Name__c,龙门县人民医院第一分院 （永汉镇中心卫生院）
ipsa_assignment__c,PSA_Opportunity_URL__c,https://philipscrm.my.salesforce.com/006d000000Z6QLl
ipsa_assignment__c,CPA_Clinical_Service__c,aG16T000001YVM0SAO
ipsa_assignment__c,PSA_Project_Stage__c,Unscheduled
ipsa_assignment__c,pse__Assignment_Number__c,A-1273000
ipsa_assignment__c,PSA_Planner_Phone__c,(978) 954-1698
ipsa_assignment__c,PSA_3rd_Party_Notes__c,
ipsa_assignment__c,PSA_Requested_Start_Time__c,WO-10295650--2024-03-29 13:30:00
ipsa_assignment__c,Sales_Orders__c,SO-000049-Support
ipsa_assignment__c,PSA_State_Province__c,鹿児島県
ipsa_assignment__c,pse__Suggested_Bill_Rate__c,EUR 365
ipsa_assignment__c,PSA_Country__c,Zimbabwe
ipsa_assignment__c,pse__Billable_Days_Submitted__c,1276
ipsa_assignment__c,Schedule_Prior_End_Date__c,3/16/30 00:00
ipsa_assignment__c,PSA_Planner_Notes__c,Zoals besproken Vincent/Harald en uitloop dag 4/5 Aziz
ipsa_assignment__c,pse__Billable_Amount_In_Financials__c,1.08136E+11
ipsa_assignment__c,PsaCalSync__PsaServerUrl__c,https://philipscrm.my.salesforce.com/
ipsa_assignment__c,pse__Start_Date__c,3/4/02 00:00
ipsa_assignment__c,PSA_Project_URL__c,https://philipscrm.my.salesforce.com/a3Ld0000001YZC5
ipsa_assignment__c,DMS_Link__c,"OP 2022/05 - 025432 - MATC, Taunton, MUSGROVE PARK HOSPITAL, EarlyVue VS30 vitals monitor, 800000230 (philips.com)"
ipsa_assignment__c,pse__Non_Billable_Expenses_In_Financials__c,0
ipsa_assignment__c,pse__Cost_Rate_Currency_Code__c,ZMW
ipsa_assignment__c,pse__Team_Member_Swap_Date__c,
ipsa_assignment__c,pse__Planned_Bill_Rate__c,78000
ipsa_assignment__c,Service_Region__c,US-TC
ipsa_assignment__c,pse__Non_Billable_Expenses_Submitted__c,0
ipsa_assignment__c,pse__Suggested_Bill_Rate_Number__c,365
ipsa_assignment__c,PSA_Calculated_Scheduled_Hours__c,164520
ipsa_assignment__c,PSA_Clinical_Zone__c,Workflow Consulting
ipsa_assignment__c,pse__Billable_Expenses_In_Financials__c,0
ipsa_assignment__c,SWO__c," WO-02377142
WO-02377161 
 WO-02377173"
ipsa_assignment__c,pse__Timecard_External_Costs_In_Financials__c,7072914
ipsa_assignment__c,Work_Performed__c,Workflow/Process Mapping
ipsa_assignment__c,pse__Average_Cost_Rate_Currency_Code__c,ZAR
ipsa_assignment__c,PSA_Opportunity_Name__c,龙门县DSA
ipsa_assignment__c,PSA_Hospital_Clinical_Contact_Phone__c,Unknown
ipsa_assignment__c,Project_Manager__c,Zu Wei Wang
ipsa_assignment__c,Schedule_Prior_End_Date_c__c,3/16/30 00:00
ipsa_assignment__c,PSA_Planner_Email__c,vinay.lokesh@philips.com
ipsa_assignment__c,PSA_Territory__c,West Zone
ipsa_assignment__c,pse__Suggested_Bill_Rate_Currency_Code__c,EUR
ipsa_assignment__c,Delivery_Contact_Name__c,Zoli Marsi
ipsa_assignment__c,pse__Bill_Rate__c,10000000000
ipsa_assignment__c,PSA_SMAX_Work_order__c,
ipsa_assignment__c,Email__c,zuwei.wang@philips.com
ipsa_assignment__c,pse__Project_Task_Hours__c,5984
ipsa_assignment__c,pse__ERP_Absence_Correlation_Id__c,
ipsa_assignment__c,PSA_Planner_Name__c,Vinay Lokesh
ipsa_assignment__c,PSA_Planner_Assignment_Color__c,purple
ipsa_assignment__c,pse__Non_Billable_Hours_Submitted__c,11814
ipsa_assignment__c,pse__Non_Billable_Hours_In_Financials__c,11814
ipsa_assignment__c,pse__Rate_Card__c,a3W6T000007vcZxUAI
ipsa_assignment__c,pse__Timecard_Internal_Costs_In_Financials__c,729600000
ipsa_assignment__c,PSA_Cost_Center__c,ZA92.AF814
ipsa_assignment__c,pse__Timecard_External_Costs_Submitted__c,7072914
ipsa_assignment__c,Remaining_Hours__c,11390
ipsa_assignment__c,PSA_Practice__c,WHC PAS
ipsa_assignment__c,Customer_Pulse_Survey_Date__c,5/31/24 00:00
ipsa_assignment__c,pse__Planned_Hours__c,30000000
ipsa_assignment__c,Onsite_Time__c,y
ipsa_assignment__c,pse__Assignment_Daily_Notes__c,湖南省湘潭市中心医院/ICL 升级
ipsa_assignment__c,pse__Non_Billable_Days_In_Financials__c,1546
ipsa_assignment__c,pse__Resource_Request__c,a3f6T000005BFZyQAO
ipsa_assignment__c,pse__Location__c,WASHINGTON
ipsa_assignment__c,pse__Nick_Name__c,XCC
ipsa_assignment__c,PSA_Hospital_Clinical_Contact_Email__c,wondraj@hutchclinic.com
ipsa_assignment__c,PSA_Hospital_Clinical_Contact_Name__c,Weida
ipsa_assignment__c,Delivery_Contact_Phone__c,X7430
ipsa_assignment__c,pse__Milestone__c,a3C6T00001XMQZvUAP
ipsa_assignment__c,pse__Billable_Hours_In_Financials__c,7432.1
ipsa_missing_timecard__c,pse__End_Date__c,3/26/24 00:00
ipsa_missing_timecard__c,pse__Start_Date__c,3/20/24 00:00
ipsa_missing_timecard__c,pse__Date_Timecard_Entered__c,4/1/24 12:01
ipsa_missing_timecard__c,pse__Resource__c,003d000003I1DVNAA3
ipsa_missing_timecard__c,SalesforceUserAlias__c,ZZhan
ipsa_account,Name_4__c,SUITE 314
ipsa_account,texcellency__DefHC_NetworkID__c,1038455
ipsa_account,Days_last_account_plan_update__c,14436
ipsa_account,External_Universal_Group_ID__c,ZA_Group_110
ipsa_account,texcellency__DefHC_TotalMedicareCharges__c,85202317509.13054
ipsa_account,Name_4_Local__c,龙泉市人民医院 (龙泉市人民医院医共体)
ipsa_account,engagio__EngagementMinutesLast7Days__c,9959
ipsa_account,Street5__c,Zone
ipsa_account,Level_1_Parent_Organisation_level__c,Sub Operating Company
ipsa_account,gmx_ClinApps_WF_Solution__c,Yes
ipsa_account,Account_Name_Global__c,首都医科大学附属北京中医医院
ipsa_account,TIMS_ID__c,Veterinary
ipsa_account,Zip_Postal_Code_Local__c,相楽郡
ipsa_account,Biomed_Expiration_Date__c,12/31/31 00:00
ipsa_account,Marketing_Program_Update_User_Manager__c,Ted  Newton
ipsa_account,Level_1_Parent__c,001d000002AnU0J
ipsa_account,CL_Account_Classification__c,S.L.
ipsa_account,Street5_Local__c,心（裙房）1-4层
ipsa_account,Level_1_Parent_Golden_record_key__c,420031301
ipsa_account,Ultimate_Parent__c,UKE
ipsa_account,engagio__IntentMinutesLast30Days__c,215
ipsa_account,texcellency__DefHC_Website__c,zucker.northwell.edu
ipsa_account,Prospect_Status__c,Draft
ipsa_account,Facilities_Provider__c,Sodexo
ipsa_account,Level_6_Parent_Golden_record_key__c,
ipsa_account,Siebel_ID__c,VitalHealth
ipsa_account,engagio__MQADate__c,1/16/23 04:47
ipsa_account,texcellency__DefHC_HospitalID__c,1008667
ipsa_account,texcellency__DefHC_Parent_Network_Name__c,Yale New Haven Health System
ipsa_account,Name_3__c,XRAY ROOM 1
ipsa_account,Class_of_Account__c,Vendor
ipsa_account,Fiscal_Year_End__c,2/1/29 00:00
ipsa_account,Phone_Book_Parent__c,
ipsa_account,CMS_Certification_Number_CCN__c,N/A-Health System
ipsa_account,Level_3_Parent__c,Zuyderland
ipsa_account,Total_Revenue__c,0
ipsa_account,Region_global__c,a0od0000001JOfpAAG
ipsa_account,of_Exams__c,3000000
ipsa_account,City_Local__c,龙岩市
ipsa_account,texcellency__DefHC_NumDischarges__c,1930485
ipsa_account,Days_Cash_On_Hand__c,9181
ipsa_account,texcellency__DefHC_NetMedicareRevenue__c,8238702068
ipsa_account,of_Apartments__c,20097
ipsa_account,gmx_Web_Viewer__c,Siemens
ipsa_account,ATL_WHY_NOT__c,UNKNOWN
ipsa_account,Contracted_Units__c,1111
ipsa_account,of_Discharges__c,30154
ipsa_account,Hospital_Grade__c,Unknown/Unqualified
ipsa_account,Strategic_Account_Manager__c,005d0000006VlN9AAK
ipsa_account,Sic,993
ipsa_account,Street4__c,ﺣﻲ اﻟﺴﻠﻴﻤﺎﻧﻴﺔ
ipsa_account,Payor_Mix__c,No
ipsa_account,Functional_Location__c,
ipsa_account,District_Local__c,龜山區
ipsa_account,Annual_Budget_US_business__c,679000000
ipsa_account,Facility_Type__c,Veterinary
ipsa_account,gmx_Custom_API_1__c,yes in contract
ipsa_account,of_Op_rooms__c,4000
ipsa_account,HC_Market__c,UK & Ireland
ipsa_account,Consultants_Clinical__c,ECRI
ipsa_account,Destination_Account_Name__c,001d000001TXS1WAAX
ipsa_account,Account_Internal_ID__c,001d000002AnU41AAF
ipsa_account,Zip5__c,相楽郡
ipsa_account,Room__c,西区
ipsa_account,Street3__c,غرب الظهران
ipsa_account,Level_5_Parent_Organisation_level__c,
ipsa_account,DI_Service_Provider__c,Unknown
ipsa_account,gmx_CustStatus__c,400 - Terminated Con
ipsa_account,Short_Term_Beds__c,3000
ipsa_account,gmx_PACS_Gear__c,Yes. 45 lic direct fr PG
ipsa_account,SMG_ID__c,99958
ipsa_account,PO_Postal_Code__c,Riyadh
ipsa_account,Licensed_Bed_Count__c,21513
ipsa_account,ICUs__c,7025
ipsa_account,RelatedApexAccount__c,001d0000028z0fpAAA
ipsa_account,Top_Most_Parent__c,
ipsa_account,For_Profit_Non__c,For Profit
ipsa_account,Name_2__c,Zotec-MMP
ipsa_account,GTM_Region__c,Western Canada
ipsa_account,Business_Activity_Type__c,TRUE
ipsa_account,Account_ID__c,2927954
ipsa_account,Government_Expertise__c,VA
ipsa_account,City__c,长沙
ipsa_account,texcellency__DefHC_Phone__c,989.907.8000
ipsa_account,Account_Plan_Last_Updated__c,9/23/24 00:00
ipsa_account,District__c,郯城县
ipsa_account,gmx_Archive_VNA__c,TeraMedica
ipsa_account,Building_Global__c,YN CHENGDU MILITARY
ipsa_account,Name3__c,сity clinical hospital of Moscow
ipsa_account,RCS_Account_Number__c,
ipsa_account,LI_Account_Orgs__c,0
ipsa_account,texcellency__DefHC_SyncTime__c,8/25/21 18:14
ipsa_account,PMS_Ent_SAP_Code__c,Z7 Eastern Maine Healthcare Sy
ipsa_account,PO_Box_Local__c,Z
ipsa_account,of_ER_Visits__c,2377525
ipsa_account,Housenumber_Supplement__c,宿州市埇桥区苗安乡
ipsa_account,Name2__c,宁波市江东区彩虹南路
ipsa_account,engagio__WebVisitsLast3Months__c,38810
ipsa_account,ATL_REFER_WHERE__c,RAD W/IN
ipsa_account,of_ICUs__c,1653
ipsa_account,HC_Sub_Territory__c,Zhejiang
ipsa_account,Annual_Budget_Available__c,208189812.5
ipsa_account,CL_Sub_Territory__c,Other(DE)
ipsa_account,texcellency__DefHC_Hospital_Profile__c,https://www.defhc.com/surgerycenters/ASC/867016
ipsa_account,of_Beds_Medicare__c,
ipsa_account,texcellency__DefHC_HIEAffiliations__c,Wisconsin Statewide Health Information Network (WISHIN)
ipsa_account,texcellency__DefHC_Hospital_Name__c,Zwanger-Pesiri Radiology - Shirley
ipsa_account,Housenumber_Local__c,黒岩字北井2-3
ipsa_account,Floor_Global__c,"R1-8,10F"
ipsa_account,Street__c,龚坊镇
ipsa_account,texcellency__DefHC_MeaningfulUseStatus__c,Not Eligible for Medicare Meaningful Use Payments
ipsa_account,Level_6_Parent_Organisation_level__c,
ipsa_account,gmx_Custom_API_2__c,Vista-Web
ipsa_account,texcellency__DefHC_DaysCashOnHand__c,30201.555774607725
ipsa_account,Market__c,UK & Ireland
ipsa_account,LL_Parent_Code__c,XI700
ipsa_account,Expertise__c,Womens Services
ipsa_account,Healthcare_Market_Segment__c,Standardizers & Opportunist
ipsa_account,Floor__c,２階D
ipsa_account,ATL_SCANS_PER_WEEK__c,120000
ipsa_account,Name4__c,飞利浦健康科技（中国）有限公司上海分公司
ipsa_account,PO_Box__c,"VJPJ+QV3,"
ipsa_account,Qualified_beds__c,Standardizer & Opportunist
ipsa_account,Name_1_Local__c,龙陵县碧寨乡卫生院(碧寨乡妇幼保健计划生育服务站)
ipsa_account,LL_Program_Code__c,XI700
ipsa_account,SourceSystem__c,Siebel
ipsa_account,gmx_OrthoView__c,Yes
ipsa_account,Survey_Status__c,TANNER SURVEY 03
ipsa_account,gmx_Custom_API_4__c,Storage
ipsa_account,texcellency__DefHC_AvgDailyCensus__c,24488.602488548728
ipsa_account,Organization_Level__c,Sub Operating Company
ipsa_account,Current_Strategic_Account__c,Tier 4
ipsa_account,of_Doctors__c,9527627733
ipsa_account,engagio__EngagedPeople__c,63
ipsa_account,Zone__c,West
ipsa_account,Account__c,1
ipsa_account,Hierarchy_Group__c,龙陵县碧寨乡卫生院(碧寨乡妇幼保健计划生育服务站)
ipsa_account,texcellency__DefHC_ZipCode__c,99929
ipsa_account,texcellency__DefHC_Address1__c,Yale Physicians Bldg
ipsa_account,Annual_Budget_HHS_business__c,4000000
ipsa_account,Level_01_Parent_Id__c,001d000001ZZSGnAAP
ipsa_account,Housenumber_Supplement_Local__c,鳥市米子市両三柳20
ipsa_account,Number_Of_Employees__c,NZOZ Eskulap Centrum Leczenia Chorób Serca i Naczyń s.c.
ipsa_account,Unique_Account__c,龙陵县碧寨乡卫生院(碧寨乡妇幼保健计划生育服务站)China
ipsa_account,texcellency__DefHC_AvgLengthOfStay__c,6709.555555555556
ipsa_account,My_Plan__c,Work streams in progress.  Completion date agreed and documented
ipsa_account,Philips_Classification_Level__c,WHS
ipsa_account,Sales_Org__c,WIC
ipsa_account,engagio__Status__c,MQA
ipsa_account,PO_City_Local__c,龙岩市
ipsa_account,gmx_RIS_Version__c,Viztek
ipsa_account,Biomed_Service_Provider__c,Unknown
ipsa_account,ATL_NO_REFERS_PER_WEEK__c,999
ipsa_account,Customer_Store_Classification__c,Yvelines Sud - S
ipsa_account,gmx_Custom_API_3__c,Surgery
ipsa_account,texcellency__DefHC_PayorMixPctMedicare__c,99.90917347865576
ipsa_account,Channel_Type__c,UMI LLC;Intermed - MoS
ipsa_account,External_Universe_ID__c,ZA_Prct_02100
ipsa_account,Level_04_Parent_Id__c,001d000001ZmUWOAA3
ipsa_account,HC_Account_Classification__c,NA
ipsa_account,s_del__c,
ipsa_account,engagio__NumberOfPeople__c,21712
ipsa_account,texcellency__DefHC_DateCreated__c,5/7/21 00:00
ipsa_account,Service_Solutions_Parent_Name__c,ZWANGER PESIRI
ipsa_account,engagio__pipeline_predict_score__c,
ipsa_account,texcellency__DefHC_NetPatientRev__c,236495350677.9113
ipsa_account,Account_From_Conversion__c,
ipsa_account,texcellency__DefHC_State__c,WY
ipsa_account,gmx_Custom_API_5__c,Unknown
ipsa_account,Marketing_Programs_User_date_Changed__c,3/4/14 00:00
ipsa_account,Market_Position_Market_Share__c,Local player in Mangalore
ipsa_account,Level_7_Parent_Organisation_level__c,
ipsa_account,texcellency__DefHC_OperatingIncome__c,7752578446
ipsa_account,Purchasing_license__c,
ipsa_account,Hospital_Level__c,Unknown/Unqualified
ipsa_account,Street3_Local__c,龙门县
ipsa_account,texcellency__DefHC_PayorMixPctMedicaid__c,96.53084369557293
ipsa_account,Average_Length_of_Stay__c,4
ipsa_account,Name_2_Local__c,龙泉市人民医院 (龙泉市人民医院医共体)
ipsa_account,engagio__qualification_score__c,
ipsa_account,Account_Legal_Status__c,Private Business
ipsa_account,texcellency__DefHC_EMR_Vendor_Inpatient__c,WellSky - WellSky Rehabilitation
ipsa_account,IKA_Code__c,NA
ipsa_account,Level_3_Parent_Organisation_level__c,Sub Operating Company
ipsa_account,CL_Territory__c,Switzerland
ipsa_account,PO_City__c,潍坊市
ipsa_account,Street_Global__c,野田
ipsa_account,Marketing_programs__c,PM Competitor Conversion
ipsa_account,Chamber_Of_Commerce_Number__c,ΑΡΙΘΜΟΣ Γ.Ε.ΜΗ.:160022904000
ipsa_account,LI_Territory__c,Wiener KrankenanstaltenverbundWiener Krankenanstaltenverbund
ipsa_account,Promotion_Status__c,Requested
ipsa_account,Level_06_Parent_Id__c,001d000001ZmUlZAAV
ipsa_account,National_Provider_ID_NPI__c,
ipsa_account,Account_template_sharing__c,M2O
ipsa_account,External_ID__c,ffa230d4-b57a-e811-8147-e0071b6e78c1
ipsa_account,Level_02_Parent_Id__c,001d000001ZZSGnAAP
ipsa_account,texcellency__DefHC_NumAffiliatedPhysicians__c,55210
ipsa_account,Inactive_Since__c,3/25/24 00:00
ipsa_account,Room_Global__c,Wing E
ipsa_account,texcellency__DefHC_OwnershipStatus__c,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION
ipsa_account,SQ_NPS__c,100
ipsa_account,Parent_IDN_of_Associated_IDN__c,001d000002AnU0JAAV
ipsa_account,texcellency__DefHC_FirmType__c,Skilled Nursing Facility
ipsa_account,HC_account_orgs__c,6
ipsa_account,Name1__c,首都医科大学附属北京中医医院
ipsa_account,Level_4_Parent_Golden_record_key__c,420029259
ipsa_account,Cash_Info__c,
ipsa_account,texcellency__DefHC_NumHospitalsInNetwork__c,1402
ipsa_account,texcellency__DefHC_CashOnHand__c,23074747900
ipsa_account,Consultants_IT__c,HealtheIntent
ipsa_account,Email__c,zzztechswynne@yahoo.com
ipsa_account,gmx_Digital_Mammo__c,yes; read on PACS
ipsa_account,Level_2_Parent__c,مستشفى كليوباترا
ipsa_account,discharges_as_date__c,1/1/21 00:00
ipsa_account,texcellency__DefHC_Hospital_Type__c,VA Hospital
ipsa_account,texcellency__DefHC_Network_Name__c,Zwanger-Pesiri Radiology
ipsa_account,Business_Group__c,（社会医）恵佑会
ipsa_account,County__c,Wood County OH
ipsa_account,Level_03_Parent_Id__c,001d000001ZmUXQAA3
ipsa_account,Speciality__c,Women's Healthcare
ipsa_account,Count_of_Ecosystems__c,0
ipsa_account,Data_Quality_Description__c,Missing:     Industry Classification
ipsa_account,Level_3_Parent_Golden_record_key__c,420017662
ipsa_account,Apex_Account_Identifier__c,Ryan Hansen
ipsa_account,Japan_Search_Index__c,あ
ipsa_account,Contracting_Vendor__c,"VHA, Premier, UHC, McKesson Pharma"
ipsa_account,texcellency__DefHC_MedicareProviderNumber__c,713025
ipsa_account,engagio__TopURLs__c,
ipsa_account,engagio__EngagementMinutesLast3Months__c,93304
ipsa_account,Account_Alias__c,龙马潭区罗汉镇卫生院
ipsa_account,Marketing_Programs_User_Role__c,Unassigned Users
ipsa_account,CL_Account_Orgs__c,1
ipsa_account,Street2_Local__c,龙门县
ipsa_account,VAT_Number__c,ZA9231040024
ipsa_account,Housenumber__c,форос
ipsa_account,RS_Survey_NPS__c,100
ipsa_account,texcellency__DefHC_Parent_NetworkID__c,1037627
ipsa_account,Commercial_Deal_to_Flag__c,"<img src=""/img/samples/flag_red.gif"" alt=""Red"" border=""0""/>"
ipsa_account,Level_2_Parent_Golden_record_key__c,420031917
ipsa_account,engagio__FirstEngagementDate__c,1/19/23 00:00
ipsa_account,gmx_Dictation_Version__c,V6
ipsa_account,Philips_Indstry_Clasification_Level1__c,WHS
ipsa_account,Competitive_Buying_Information__c,Toshiba 3T customer
ipsa_account,texcellency__DefHC_PayorMixPctPrivateSelf__c,100
ipsa_account,Account_Number_Of_Outlets__c,6600
ipsa_account,Level_2_Parent_Organisation_level__c,Sub Operating Company
ipsa_account,Region__c,a0od0000002gYikAAE
ipsa_account,LI_Sub_Territory__c,WIC
ipsa_account,Account_Group__c,ZZW1
ipsa_account,Level_7_Parent_Golden_record_key__c,
ipsa_account,Golden_Record_Key__c,Vermittler
ipsa_account,Level_7_Parent__c,
ipsa_account,Marketing_Program_Update_User__c,Yetsenia  Castillo
ipsa_account,Level_4_Parent_Organisation_level__c,Sub Operating Company
ipsa_account,gmx_Dictation__c,WinScribe DD
ipsa_account,Name_3_Local__c,龙泉市人民医院 (龙泉市人民医院医共体)
ipsa_account,Street4_Local__c,顺德区
ipsa_account,LI_Account_Classification__c,UKI Delete?
ipsa_account,Ultimate_Parent_Level5__c,
ipsa_account,texcellency__DefHC_EMR_Vendor_Ambulatory__c,ZH Healthcare
ipsa_account,texcellency__DefHC_NumOperatingRooms__c,1655
ipsa_account,Employee_Here__c,11264
ipsa_account,Quip_folder_URL__c,https://philips.quip.com/wpXsOUCyN8Bf
ipsa_account,Credit_Rating__c,
ipsa_account,Annual_Budget_IS_business__c,80000000
ipsa_account,Duns_Number__c,x
ipsa_account,qualified_beds_as_date__c,8/17/23 00:00
ipsa_account,Level1_Parent_Report__c,首都医科大学附属北京友谊医院
ipsa_account,Zip_Postal_Code__c,横浜市都筑区
ipsa_account,Preferred_Financing_Method_Cash_Credit__c,Credit
ipsa_account,Country__c,Zimbabwe
ipsa_account,EHR_Vendor__c,001d000000UPDYGAA5
ipsa_account,of_Diagnostic_Imaging_Centers__c,36
ipsa_account,Level_5_Parent_Golden_record_key__c,
ipsa_account,Street2__c,桥西区建国路653号2号楼西门
ipsa_account,Core_Account_Indentifier__c,West 15
ipsa_account,of_Hospitals__c,115
ipsa_account,texcellency__DefHC_HQCity__c,Zuni
ipsa_account,Hospital_System__c,UKE
ipsa_account,RelatedCoreAccount__c,001d000002AnIcIAAV
ipsa_account,Urgent_Care_Facility__c,
ipsa_account,Level_6_Parent__c,001d000001ZmUlZAAV
ipsa_account,Marketing_Programs_User_Manager_Role__c,Unassigned Users
ipsa_account,LL_Parent_Business_Offering__c,"SITE, PRS-PSF"
ipsa_account,Previous_Strategic_Account__c,Tier 4
ipsa_account,Level_4_Parent__c,Шеврон Нефтегаз Инк.
ipsa_account,IPlans__c,Work streams in progress. Completion date agreed and documented
ipsa_account,Zip3__c,相楽郡
ipsa_account,Street1__c,野田
ipsa_account,Top_Most_IDN__c,
ipsa_account,Annual_Budget_PCCI_business__c,500000
ipsa_account,PTS_Program_Code__c,VNANH
ipsa_account,Total_Beds__c,3234
ipsa_account,HC_Territory__c,West India
ipsa_account,Business_Innovation_Unit__c,VitalHealth
ipsa_account,engagio__HighIntentKeywords__c,telemetry
ipsa_account,Public_Areas_Population__c,9500000
ipsa_account,texcellency__DefHC_Address__c,W62n179 Washington Ave
ipsa_account,texcellency__DefHC_FinancialDataDate__c,12/31/21 00:00
ipsa_account,texcellency__DefHC_NumEmployees__c,152380
ipsa_account,LL_Program_Business_Offering__c,SITE
ipsa_account,IHN__c,001d000001Y5o2TAAR
ipsa_account,Data_Quality_Score__c,100
ipsa_account,texcellency__DefHC_AffiliationsGPO__c,"Yankee Alliance, Vizient - Southeast Supply Solutions, SCM Alliance, Vizient, Premier Inc, SURPASS, Cardinal Health"
ipsa_account,Level_05_Parent_Id__c,001d000001ZmUlZAAV
ipsa_account,texcellency__DefHC_NumBeds__c,41966
ipsa_account,texcellency__DefHC_AffiliationsACO__c,Zia ACO
ipsa_account,IQ_NPS__c,100
ipsa_account,Level_5_Parent__c,001d000001ZmUlZAAV
ipsa_account,Fiscal_Year_End_M2O__c,4/30/24 00:00
ipsa_account,Building__c,龙珠花园 28
ipsa_account,Level_07_Parent__c,
ipsa_account,Philips_Indstry_Clasification_Level2__c,WHS Other
ipsa_account,Country_Code__c,ZW
ipsa_account,texcellency__DefHC_NumMedicareBeds__c,84565
ipsa_account,Goldmine_Account__c,Tier 3 (Under 150 beds)
ipsa_account,Country_Global__c,Viet Nam
ipsa_account,PO_Postal_Code_Local__c, 7726
ipsa_account,Associated_IDN__c,001d000002Akk8XAAR
ipsa_contact,Clinical_Zone__c,Workflow Consulting
ipsa_contact,engagio__FirstEngagementDate__c,10/30/23 19:00
